Gene	M_19W_embryo1_26_sc1	M_19W_embryo1_26_sc2	M_19W_embryo1_26_sc3	M_19W_embryo1_26_sc4	M_19W_embryo1_26_sc5	M_19W_embryo1_26_sc6	M_19W_embryo1_26_sc7	M_19W_embryo1_26_sc8	M_19W_embryo1_26_sc9	M_19W_embryo1_26_sc10	M_19W_embryo1_26_sc11	M_19W_embryo1_26_sc12	M_19W_embryo1_26_sc13	M_19W_embryo1_26_sc14	M_19W_embryo1_26_sc15	M_19W_embryo1_26_sc16	M_19W_embryo1_26_sc17	M_19W_embryo1_26_sc18	M_19W_embryo1_26_sc19	M_19W_embryo1_26_sc20	M_19W_embryo1_26_sc21	M_19W_embryo1_26_sc22	M_19W_embryo1_26_sc24	M_19W_embryo1_26_sc25	M_19W_embryo1_26_sc26	M_19W_embryo1_26_sc27	M_19W_embryo1_26_sc28	M_19W_embryo1_26_sc29	M_19W_embryo1_26_sc30	M_19W_embryo1_26_sc31	M_19W_embryo1_26_sc32	M_19W_embryo1_26_sc33	M_19W_embryo1_26_sc35	M_19W_embryo1_26_sc36	M_19W_embryo1_26_sc37	M_19W_embryo1_26_sc38	M_19W_embryo1_26_sc39	M_19W_embryo1_26_sc40	M_19W_embryo1_26_sc41	M_19W_embryo1_26_sc42	M_19W_embryo1_26_sc43	M_19W_embryo1_26_sc44	M_19W_embryo1_26_sc45	M_19W_embryo1_26_sc46	M_19W_embryo1_26_sc47	M_19W_embryo1_26_sc48	M_19W_embryo1_26_sc49	M_19W_embryo1_26_sc50
CENPJ	85.22	77.42	105.26	83.67	157.4	376.19	87.41	367.04	67.73	85.36	369.12	21.54	220.35	190.06	279.62	0	49.46	162.77	315.3	370.08	220.15	91.71	165.74	0	295.63	60.97	79.24	134.06	187.22	489.02	165.64	143.49	84.09	2.73	29.9	56.7	292.14	377.26	403.34	96.6	103.26	194.44	213.32	424.05	37.78	81.32	131.48	121.25
CENPK	138.78	36.43	92.31	273.82	56.93	0	134.97	96.59	116.73	29.51	60.97	0	368.52	117.78	59.59	125.53	37.09	111.1	130.23	4.23	0	37.46	79.1	138.61	243.67	57.27	126.06	102.01	552.31	358.82	42.37	13.04	182.73	92.71	87.11	100.44	116.23	38.53	244.08	65.44	58.36	408	171.15	110.17	84.15	99.91	19.97	134.72
CENPL	0	25.05	32.39	0	0	0	0	47.55	18.73	18.97	0	0	53.19	20.08	2.29	0	0	0	0	2.11	0	0	15.07	79.21	25.08	0	0	0	18.72	0	0	32.02	29.11	0	28.6	0	0	1.61	0	0	71.83	0	1.24	0	0	0	26.63	1.92
CENPM	31.65	161.66	29.15	1.52	0	0	106.69	78.76	51.88	0	74.15	5.39	60.79	16.06	233.78	0	0	0	0	2.11	2.25	12.92	0	0	1.79	27.71	1.8	0	188.39	3.18	1.93	35.58	43.66	0	61.1	43.74	3.14	0	45.01	0	0	3.19	0	0	20.61	168.46	0	0
CENPN	63.3	136.61	226.72	65.41	60.28	0	0	106.99	54.76	4.22	149.95	3.59	0	40.15	238.36	0	0	0	75.4	0	0	125.3	0	0	213.21	164.42	1.8	5.83	198.92	142.89	104.01	67.59	32.34	0	59.8	116.64	0	56.19	114.25	1.56	0	0	33.49	87.3	0	105.72	76.56	36.57
CENPO	2.43	0	12.96	12.17	0	0	0	57.95	63.41	37.94	37.9	1.8	0	49.52	2.29	64.56	0	41.34	0	0	44.93	12.92	84.75	0	50.17	0	9	20.4	3.51	0	7.7	75.89	3.23	0	58.5	0	0	9.63	0	0	56.12	0	44.65	10.39	3.43	40.66	126.49	63.51
CENPP	0	0	0	0	0	0	0	0	1.44	0	0	17.95	0	16.06	0	0	0	0	0	0	0	12.92	0	5.66	0	0	1.8	0	0	0	0	2.37	25.87	0	0	0	21.99	0	12.12	0	0	0	0	0	0	9.29	0	0
CENPQ	2.43	0	119.84	28.9	13.4	0	41.13	43.09	126.82	0	13.18	34.11	19	2.68	2.29	3.59	0	41.34	0	2.11	0	47.79	0	5.66	137.96	25.86	1.8	125.32	85.42	50.81	15.41	29.65	1.62	16.36	19.5	0	12.57	0	50.2	56.09	0	3.19	59.53	0	1.72	65.06	1.66	117.4
CENPT	34.09	54.65	1.62	74.54	53.58	0	0	60.93	0	21.08	13.18	0	87.38	18.74	71.05	3.59	34	180.85	0	38.07	56.16	46.5	32.02	0	66.29	22.17	0	11.66	16.38	22.23	1.93	21.35	4.85	10.91	26	37.26	12.57	0	36.35	28.04	141.42	12.75	27.28	45.73	0	117.34	33.29	46.19
CENPU	56	84.25	12.96	1.52	50.23	64.49	0	41.61	0	0	3.3	0	17.73	52.2	2.29	25.11	61.82	49.09	54.83	0	69.64	122.71	169.51	113.15	116.46	3.69	54.03	75.78	195.41	69.86	30.82	0	46.9	0	48.1	50.22	56.54	0	0	0	0	0	116.58	27.02	58.39	214.93	109.84	294.47
CENPV	0	72.86	9.72	0	0	0	23.14	1.49	18.73	18.97	28.01	16.16	19	104.4	38.96	0	27.82	23.25	153.08	0	8.99	18.08	82.87	0	1.79	1.85	1.8	37.89	0	6.35	42.37	0	124.52	8.18	48.1	0	0	81.87	45.01	62.32	0	0	2.48	0	0	2.32	1.66	0
CENPVP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPW	136.35	63.75	152.22	141.48	107.16	343.94	104.12	309.09	122.49	2.11	120.29	87.97	176.03	164.63	293.37	143.46	256.55	245.45	164.5	255.89	471.75	114.96	190.22	350.77	666.51	334.39	88.24	37.89	203.6	53.98	192.6	101.98	198.9	76.35	304.22	108.54	157.06	91.5	69.24	190.08	213.25	0	168.67	101.86	6.87	297.42	143.13	273.3
CEP104	2.43	0	0	51.72	20.09	0	87.41	31.21	34.59	0	29.66	0	0	1.34	32.09	1.79	80.37	0	86.82	10.57	0	46.5	0	0	0	25.86	1.8	37.89	0	34.93	0	0	17.79	0	37.7	4.86	141.36	19.26	136.76	0	2.24	223.13	0	89.38	0	61.57	0	25.02
CEP112	36.52	0	0	91.27	150.7	284.83	73.27	118.88	41.79	1.05	32.96	149.01	6.33	120.46	84.8	73.52	0	33.59	0	59.21	44.93	40.04	143.14	0	0	11.08	45.02	0	0	95.26	77.04	13.04	4.85	0	37.7	81	59.68	0	0	87.25	0	95.63	24.8	20.79	75.56	75.52	31.62	38.49
CEP120	4.87	81.97	16.19	9.13	87.07	26.87	34.71	0	14.41	0	47.79	0	48.12	0	114.6	136.29	21.64	90.43	2.28	67.67	0	73.63	39.55	0	16.13	24.02	5.4	26.23	0	0	5.78	1.19	51.75	0	0	27.54	28.27	24.08	0	6.23	15.71	0	11.16	16.63	0	45.31	0	0
CEP126	116.87	47.82	16.19	0	0	118.23	194.1	5.94	56.2	15.81	0	0	65.85	25.43	66.47	0	0	85.26	0	2.11	0	37.46	107.35	110.32	209.63	57.27	48.62	61.2	60.85	76.21	0	75.89	100.26	0	157.31	0	150.78	65.82	25.97	38.95	143.67	0	4.96	47.81	238.7	246.3	123.16	130.87
CEP128	0	0	14.57	0	33.49	0	50.13	46.07	123.94	17.91	4.94	55.65	2.53	0	61.88	46.62	77.27	0	0	10.57	35.94	0	84.75	0	50.17	0	113.45	84.52	32.76	47.63	21.19	36.76	0	103.62	0	79.38	3.14	67.42	27.7	31.16	17.96	79.69	23.56	0	0	59.25	0	0
CEP131	109.56	45.54	3.24	94.32	97.12	85.99	106.69	23.78	44.67	0	1.65	0	75.98	115.11	32.09	0	204.01	149.85	2.28	0	116.81	0	15.07	2.83	46.58	16.63	46.82	14.57	1.17	47.63	34.67	208.71	0	111.8	39	35.64	97.38	1.61	43.28	57.65	33.67	54.19	29.77	16.63	92.73	31.37	38.28	148.2
CEP135	136.35	9.11	93.92	1.52	3.35	0	87.41	47.55	0	0	13.18	3.59	315.33	153.92	27.5	14.35	6.18	38.75	63.97	76.13	42.68	134.34	52.74	96.18	39.42	0	199.9	20.4	148.61	47.63	90.52	0	12.94	27.27	61.1	29.16	62.83	0	36.35	38.95	67.34	102	57.05	0	42.93	1.16	148.12	48.12
CEP152	0	145.72	69.63	0	36.84	32.24	0	138.2	31.7	0	34.6	35.91	0	25.43	43.55	0	89.64	0	11.42	0	0	0	20.72	0	57.33	0	36.02	2.91	134.57	19.05	25.04	36.76	0	2.73	16.9	82.62	34.55	0	0	34.28	0	0	0	41.57	20.61	31.37	14.98	17.32
CEP162	73.04	102.46	56.68	92.8	16.74	0	142.68	156.03	0	20.02	18.13	141.83	155.77	38.82	139.81	69.94	442.01	193.77	66.26	175.53	71.89	24.54	37.67	87.69	34.04	116.39	28.81	46.63	121.69	57.16	59.71	69.96	76	30	26	59.94	131.93	97.93	36.35	154.24	74.08	239.06	99.22	47.81	25.76	89.46	0	194.39
CEP164	21.91	4.55	8.1	0	0	155.85	1.29	0	76.38	113.81	0	0	21.53	0	0	16.14	210.19	49.09	0	0	0	0	0	67.89	109.29	0	0	0	0	73.04	1.93	0	0	0	0	0	119.37	0	0	1.56	0	108.38	89.3	47.81	65.26	36.02	84.88	0
CEP170	0	97.91	53.44	79.1	160.75	214.96	161.96	81.73	106.64	50.58	16.48	30.52	63.32	155.26	68.76	0	170	82.68	47.98	40.18	267.33	1.29	26.37	209.33	145.13	20.32	133.26	2.91	33.93	63.51	142.53	21.35	76	327.23	62.4	14.58	185.33	49.77	219.85	7.79	136.93	204	86.82	35.34	44.65	134.77	94.86	0
CEP170B	0	77.42	16.19	0	0	123.6	1.29	0	0	0	0	0	0	0	0	0	0	20.67	0	52.87	20.22	1.29	0	53.75	0	0	3.6	0	14.04	0	0	2.37	0	0	23.4	0	0	0	0	0	0	0	0	12.47	0	0	56.59	0
CEP170P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.21	0	69.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP19	70.61	0	50.2	170.38	36.84	118.23	9	101.05	31.7	42.15	6.59	12.57	178.56	125.81	123.77	52	0	0	4.57	0	98.84	46.5	129.96	0	175.59	73.9	72.03	87.43	76.06	63.51	150.23	77.08	45.28	2.73	85.81	74.52	135.07	57.79	29.43	20.25	80.81	114.75	203.4	166.29	75.56	37.18	33.29	150.12
CEP192	31.65	52.37	0	4.56	0	209.59	0	60.93	57.64	0	4.94	23.34	43.06	10.71	16.04	0	0	2.58	36.56	0	0	34.88	84.75	2.83	0	31.41	0	107.83	60.85	0	0	28.46	22.64	87.26	0	0	91.1	1.61	0	1.56	76.32	6.38	11.16	27.02	39.5	1.16	0	0
CEP250	0	0	0	38.03	0	0	24.42	0	0	5.27	0	0	0	26.77	0	43.04	0	0	31.99	48.64	0	54.25	0	0	16.13	0	1.8	139.89	37.44	0	169.49	79.45	0	57.26	0	0	56.54	0	6.92	54.53	2.24	0	43.41	39.5	20.61	53.44	63.24	0
CEP290	2.43	325.6	58.3	127.78	3.35	69.86	38.56	93.62	1.44	29.51	31.31	202.86	160.83	174	254.41	0	170	23.25	22.85	124.77	8.99	16.79	20.72	33.95	118.25	0	12.61	0	203.6	336.6	0	130.44	1.62	103.62	50.7	8.1	131.93	0	1.73	3.12	240.19	121.13	0	89.38	132.23	105.72	0	84.68
CEP295	112	91.08	64.78	234.27	113.86	370.81	177.39	96.59	73.5	61.12	329.57	52.06	255.81	2.68	55.01	48.42	43.27	54.26	0	84.59	244.86	198.93	152.56	0	107.5	0	79.24	96.18	51.49	60.33	179.12	17.79	66.3	5.45	193.72	192.77	116.23	112.37	133.29	81.02	69.59	73.31	0	49.89	130.51	0	49.93	198.24
CEP295NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP350	160.69	4.55	144.13	117.14	70.33	392.31	55.27	130.77	141.23	25.29	39.55	174.14	6.33	32.12	2.29	25.11	6.18	77.51	9.14	473.71	94.35	34.88	15.07	39.6	1.79	18.47	261.12	0	95.95	79.39	196.46	85.38	1.62	13.63	65.01	22.68	87.96	0	5.19	65.44	150.4	76.5	74.41	207.87	17.17	37.18	206.37	0
CEP41	46.26	18.22	21.05	118.66	30.14	102.11	110.55	34.18	85.03	0	65.91	190.3	121.57	104.4	45.84	109.39	98.91	56.84	43.41	162.84	119.06	46.5	173.27	5.66	184.55	72.05	37.82	87.43	159.14	76.21	0	28.46	98.64	40.9	15.6	19.44	6.28	40.13	19.04	31.16	26.94	76.5	112.86	81.07	3.43	90.62	49.93	9.62
CEP44	121.74	2.28	22.67	0	0	0	33.42	0	0	82.2	54.38	3.59	16.46	25.43	0	3.59	0	0	2.28	0	2.25	10.33	1.88	0	0	60.97	0	0	18.72	0	0	0	3.23	0	0	9.72	0	12.84	0	1.56	38.16	0	1.24	14.55	32.63	6.97	0	19.25
CEP55	0	11.38	12.96	0	0	96.73	0	49.04	18.73	5.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.54	0	0	43.72	33.93	0	0	0	0	0	0	0	0	57.79	12.12	0	0	0	0	0	15.46	6.97	0	0
CEP57	567.3	38.71	58.3	68.46	415.26	0	291.79	395.28	167.17	26.34	4.94	247.75	392.59	279.74	160.44	73.52	488.38	98.18	269.6	370.08	121.31	201.51	94.17	107.49	207.84	147.8	304.35	282.7	133.4	241.33	77.04	207.52	203.75	125.44	130.01	100.44	150.78	158.93	257.93	152.69	211.01	360.19	128.98	85.23	79	140.58	139.8	171.29
CEP57L1	9.74	0	0	0	3.35	0	0	0	50.44	43.21	0	1.8	6.33	65.58	2.29	91.46	0	390.13	2.28	0	80.87	1.29	3.77	2.83	1.79	0	54.03	34.97	0	28.58	0	1.19	0	0	6.5	0	0	0	1.73	4.67	228.97	12.75	0	20.79	0	0	26.63	0
CEP63	370.08	223.14	471.24	322.5	10.05	0	246.8	542.39	331.45	7.38	314.74	396.75	140.57	309.18	291.08	333.55	287.46	214.44	760.82	321.44	305.52	249.3	231.66	183.87	206.05	208.76	190.89	212.75	45.64	946.28	161.79	260.88	263.59	136.34	358.83	110.16	527.73	219.93	13.85	98.16	213.25	0	207.12	114.33	137.38	225.39	256.3	623.58
CEP68	43.83	86.52	145.75	16.73	30.14	225.71	74.55	77.27	5.76	46.37	49.44	48.47	45.59	22.75	0	7.17	52.55	82.68	29.7	109.97	76.38	87.84	50.85	16.97	121.84	57.27	70.23	87.43	2.34	130.19	73.19	62.85	27.49	5.45	110.51	19.44	122.51	65.82	50.2	107.5	109.99	66.94	127.74	89.38	116.78	68.55	43.27	94.31
CEP70	26.78	2.28	0	0	0	0	0	47.55	11.53	0	0	0	79.78	26.77	0	0	0	0	0	67.67	0	0	0	0	1.79	0	0	0	23.4	0	0	0	0	106.35	0	0	59.68	1.61	32.89	0	0	0	0	29.1	0	0	0	0
CEP72	0	0	0	0	0	0	39.85	0	44.67	22.13	0	78.99	0	22.75	0	86.08	0	5.17	0	29.61	0	0	0	0	0	0	0	0	2.34	0	42.37	0	0	32.72	0	0	0	0	0	29.6	24.69	3.19	1.24	0	1.72	13.94	36.61	26.94
CEP76	0	113.85	98.78	53.24	0	64.49	1.29	38.64	51.88	1.05	0	127.46	62.05	60.23	2.29	55.59	55.64	0	68.54	0	38.19	34.88	158.21	45.26	57.33	44.34	136.87	11.66	0	0	198.38	1.19	106.73	24.54	66.31	22.68	84.81	122.01	36.35	65.44	13.47	3.19	16.12	76.91	0	66.22	1.66	0
CEP78	0	22.77	32.39	94.32	53.58	53.74	174.82	68.36	0	2.11	69.21	17.95	176.03	20.08	91.68	1.79	18.55	62.01	157.65	0	26.96	46.5	0	2.83	134.38	3.69	0	166.12	28.08	19.05	26.96	34.39	35.58	54.54	26	14.58	18.85	44.95	72.71	35.83	0	76.5	3.72	39.5	84.15	70.87	86.54	28.87
CEP83	9.74	0	30.77	27.38	190.89	0	0	49.04	20.18	29.51	39.55	0	117.78	77.63	171.9	0	86.55	165.35	34.27	95.16	13.48	0	82.87	53.75	71.67	14.78	95.45	0	28.08	53.98	104.01	61.66	0	144.53	75.41	0	0	136.45	0	112.18	0	54.19	19.84	56.12	1.72	3.49	33.29	150.12
CEP83-AS1	0	0	30.77	0	0	0	1.29	0	0	0	0	0	0	0	0	7.17	0	28.42	0	0	0	12.92	0	0	0	0	19.81	87.43	0	0	0	1.19	8.09	0	20.8	0	0	22.47	8.66	0	0	0	35.97	14.55	0	0	0	0
CEP85	73.04	0	71.25	217.54	341.58	0	280.22	120.37	43.23	76.93	253.77	41.29	2.53	123.14	0	30.49	154.55	485.72	333.57	0	134.79	133.05	37.67	265.9	32.25	162.58	300.74	40.8	125.2	120.67	5.78	32.02	163.33	51.81	89.71	64.8	116.23	83.48	77.9	95.04	103.26	47.81	110.38	147.59	3.43	97.59	3.33	63.51
CEP85L	338.43	539.63	374.08	53.24	596.1	241.83	276.37	176.83	106.64	180.2	271.89	418.29	263.41	323.91	320.87	204.43	494.56	470.22	271.89	129	377.4	127.88	160.09	548.78	172	158.88	425	364.31	46.81	250.86	152.16	69.96	299.16	229.06	209.32	150.66	389.52	325.89	214.65	306.93	145.91	165.75	59.53	99.78	170.01	306.71	221.35	123.18
CEP89	2.43	66.03	11.34	25.86	0	69.86	125.97	53.5	1.44	24.24	75.8	52.06	1.27	58.89	2.29	66.35	71.09	59.42	50.26	0	65.15	114.96	0	0	111.09	20.32	61.23	0	0	53.98	0	0	85.71	0	0	145.8	0	36.92	0	0	0	25.5	0	76.91	84.15	9.29	13.31	73.14
CEP95	38.96	6.83	40.48	0	0	209.59	2.57	77.27	83.58	75.87	56.03	3.59	0	0	0	121.94	55.64	0	15.99	16.92	20.22	1.29	158.21	96.18	78.83	0	0	61.2	0	0	36.59	1.19	211.84	89.99	123.51	89.1	28.27	91.5	48.47	4.67	148.16	70.13	52.09	72.75	0	38.34	56.59	44.27
CEP97	17.04	0	64.78	0	33.49	177.34	0	43.09	7.21	0	0	64.63	0	0	0	96.84	0	0	95.96	0	0	1.29	0	0	28.67	0	50.42	0	0	53.98	0	1.19	0	0	70.21	25.92	18.85	0	0	24.93	56.12	0	1.24	0	72.13	19.75	29.96	0
CEPT1	2.43	0	0	0	0	0	3.86	0	30.26	3.16	39.55	37.7	32.93	78.97	0	23.31	64.91	2.58	22.85	0	20.22	2.58	45.2	14.14	0	3.69	1.8	2.91	28.08	25.4	71.26	16.6	3.23	2.73	80.61	16.2	47.12	1.61	1.73	10.91	31.43	25.5	43.41	27.02	36.06	27.88	136.47	5.77
CER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERCAM	0	0	34.01	31.95	0	0	0	0	4.32	0	4.94	0	0	0	0	0	55.64	62.01	0	0	2.25	0	0	0	0	101.61	0	0	17.55	47.63	0	22.53	0	0	1.3	71.28	12.57	8.03	0	0	65.1	0	9.92	0	53.24	27.88	1.66	1.92
CERK	29.22	0	1.62	0	36.84	5.37	0	17.83	0	1.05	0	0	72.19	68.26	0	1.79	0	28.42	0	0	22.46	1.29	13.18	0	7.17	0	9	26.23	0	0	9.63	11.86	0	0	0	0	12.57	24.08	0	0	121.22	0	0	0	0	1.16	3.33	0
CERKL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS1	2.43	0	0	0	0	0	0	0	0	0	0	0	6.33	22.75	0	0	0	0	0	0	0	0	0	0	0	51.73	0	0	10.53	0	0	0	0	0	14.3	0	0	0	0	0	0	0	0	0	0	4.65	0	0
CERS2	26.78	0	24.29	0	0	0	0	0	18.73	51.64	9.89	41.29	0	1.34	18.34	16.14	49.46	0	2.28	74.02	4.49	43.92	35.78	101.84	139.75	36.95	0	0	51.49	0	0	0	4.85	0	0	0	0	0	10.39	1.56	0	3.19	4.96	0	0	56.93	0	36.57
CERS3	0	0	0	0	0	0	0	0	0	0	0	19.75	0	0	0	0	3.09	0	0	52.87	0	0	0	0	0	0	0	0	0	0	0	0	12.94	0	23.4	42.12	0	0	0	0	0	0	0	12.47	0	0	0	0
CERS3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS4	0	0	0	30.42	0	0	0	0	0	0	0	0	0	0	66.47	0	0	0	0	109.97	0	0	0	0	0	0	0	2.91	0	0	52	0	0	32.72	0	35.64	3.14	0	0	0	0	188.06	0	0	0	0	0	48.12
CERS5	0	0	0	1.52	0	5.37	1.29	37.15	21.62	128.56	42.84	61.04	35.46	29.45	2.29	23.31	3.09	23.25	31.99	2.11	0	33.58	0	192.36	37.63	12.93	12.61	0	83.08	69.86	1.93	22.53	84.09	0	1.3	6.48	47.12	9.63	0	0	8.98	0	81.85	8.31	1.72	0	36.61	138.57
CERS6	0	0	9.72	0	0	37.62	64.27	0	36.03	1.05	21.42	0	0	5.35	0	14.35	0	5.17	6.85	0	42.68	0	0	25.46	41.21	16.63	0	34.97	0	0	0	2.37	0	8.18	33.8	22.68	62.83	0	27.7	95.04	0	0	2.48	0	1.72	0	54.92	7.7
CERS6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES1	0	0	42.1	31.95	0	53.74	26.99	0	44.67	1.05	0	41.29	0	30.78	0	0	166.91	0	4.57	38.07	0	0	0	0	0	0	25.21	0	0	0	0	0	58.22	0	1.3	14.58	28.27	0	6.92	31.16	0	0	0	62.36	0	0	0	5.77
CES1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83	0	0	0	0	0	0	0	0	0	54.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48	0	0	0	0	0
CES4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.37	0	0	0	0	0	0	0	10.39	0	0	0	0	0	0	0	0	0
CES5AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CETN1	0	0	0	0	0	0	1.29	0	0	0	0	70.01	0	0	0	0	0	103.35	0	0	0	0	0	0	0	0	46.82	0	0	0	0	0	0	0	0	27.54	0	0	0	0	0	0	0	0	0	0	0	0
CETN2	2.43	70.58	27.53	82.15	73.68	0	145.25	432.43	174.37	279.26	24.72	25.13	2.53	190.06	0	114.77	6.18	139.52	134.8	57.1	35.94	175.67	52.74	0	129	129.32	52.22	2.91	145.1	69.86	0	97.24	216.69	5.45	96.21	45.36	6.28	244.01	195.61	1.56	0	0	76.89	180.85	87.58	88.3	208.04	78.91
CETN3	143.65	86.52	283.39	136.91	10.05	161.22	9	2.97	100.88	68.5	80.74	267.49	51.92	37.48	25.21	1.79	176.19	74.93	70.83	50.75	83.12	40.04	18.83	0	111.09	64.66	32.42	32.06	28.08	38.11	67.41	16.6	126.13	204.52	83.21	106.92	40.84	35.32	157.53	95.04	112.24	86.06	42.17	43.65	10.3	160.33	18.31	1.92
CETN4P	0	0	0	0	77.02	0	2.57	0	0	0	0	0	0	0	0	0	6.18	0	0	0	0	0	0	0	0	0	0	0	0	0	46.23	0	0	0	0	3.24	0	1.61	0	0	0	0	1.24	2.08	0	0	0	0
CETP	0	0	0	0	0	0	0	0	0	47.42	0	0	0	0	0	17.93	0	0	0	0	0	6.46	0	0	0	0	0	0	0	0	36.59	0	0	0	0	0	0	0	0	31.16	0	0	0	0	0	0	0	0
CFAP126	0	0	0	0	0	0	0	0	0	2.11	0	0	45.59	0	0	0	0	10.33	0	0	0	0	0	0	0	0	0	0	0	0	0	47.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP20	170.43	175.32	217	0	133.95	42.99	51.42	114.42	0	241.32	47.79	35.91	43.06	97.71	222.32	138.08	89.64	2.58	59.4	0	114.57	55.54	0	0	82.42	210.61	64.83	259.39	112.33	114.32	75.12	37.95	42.04	0	200.22	0	34.55	162.14	70.97	3.12	125.71	6.38	0	126.8	36.06	1.16	29.96	59.66
CFAP221	0	2.28	40.48	19.78	0	0	129.83	187.24	0	0	92.28	129.26	50.66	44.17	43.55	82.49	3.09	152.43	27.42	31.72	0	102.05	163.86	0	25.08	44.34	28.81	17.49	14.04	60.33	80.89	0	368.7	0	136.51	53.46	47.12	141.27	31.16	40.51	0	60.56	9.92	54.05	91.02	163.81	3.33	0
CFAP36	0	223.14	90.69	34.99	93.77	0	89.98	1.49	66.29	46.37	98.87	113.1	181.1	246.28	192.52	43.04	34	74.93	155.36	181.87	206.67	207.97	11.3	2.83	202.46	127.47	50.42	157.38	57.34	88.91	80.89	2.37	223.16	2.73	174.21	144.18	172.77	20.87	114.25	158.92	4.49	0	3.72	101.86	25.76	138.25	19.97	3.85
CFAP43	7.3	0	0	77.58	0	0	0	0	0	0	0	28.72	1.27	0	0	0	0	0	2.28	0	0	0	0	0	0	0	0	0	0	0	1.93	40.32	0	0	0	0	0	4.82	38.08	0	0	0	17.36	41.57	0	5.81	1.66	0
CFAP44	0	31.88	51.82	1.52	0	59.11	30.85	50.52	110.97	1.05	0	0	0	0	0	64.56	0	15.5	0	0	65.15	0	39.55	0	25.08	3.69	37.82	2.91	0	0	0	0	0	0	62.4	89.1	81.67	4.82	0	21.81	22.45	0	26.04	33.26	72.13	25.56	0	32.72
CFAP44-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.31	0	0	0	0	0	0	0	0	1.79	0	14.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96	0	36.06	0	0	0
CFAP46	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.86	0	28.58	52	0	0	0	13	0	50.26	0	0	0	0	0	0	0	13.74	0	0	0
CFAP47	0	20.49	3.24	0	0	0	0	0	0	0	0	26.93	1.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45	0	1.62	0	0	0	1.56	0	0	0	0	0	0	0	0
