Gene	M_19W_embryo2_103_sc1	M_19W_embryo2_103_sc2	M_19W_embryo2_103_sc3	M_19W_embryo2_103_sc4	M_19W_embryo2_103_sc5	M_19W_embryo2_103_sc6	M_19W_embryo2_103_sc7	M_19W_embryo2_103_sc8	M_19W_embryo2_103_sc9	M_19W_embryo2_103_sc10	M_19W_embryo2_103_sc11	M_19W_embryo2_103_sc12	M_19W_embryo2_103_sc13	M_19W_embryo2_103_sc14	M_19W_embryo2_103_sc15	M_19W_embryo2_103_sc16	M_19W_embryo2_103_sc17	M_19W_embryo2_103_sc18	M_19W_embryo2_103_sc19	M_19W_embryo2_103_sc20	M_19W_embryo2_103_sc21	M_19W_embryo2_103_sc22	M_19W_embryo2_103_sc23	M_19W_embryo2_103_sc24	M_19W_embryo2_103_sc25	M_19W_embryo2_103_sc26	M_19W_embryo2_103_sc27	M_19W_embryo2_103_sc28	M_19W_embryo2_103_sc29	M_19W_embryo2_103_sc30	M_19W_embryo2_103_sc31	M_19W_embryo2_103_sc32	M_19W_embryo2_103_sc33	M_19W_embryo2_103_sc34	M_19W_embryo2_103_sc35	M_19W_embryo2_103_sc36	M_19W_embryo2_103_sc37	M_19W_embryo2_103_sc38	M_19W_embryo2_103_sc39	M_19W_embryo2_103_sc40	M_19W_embryo2_103_sc41	M_19W_embryo2_103_sc42	M_19W_embryo2_103_sc43	M_19W_embryo2_103_sc44	M_19W_embryo2_103_sc45	M_19W_embryo2_103_sc46	M_19W_embryo2_103_sc47	M_19W_embryo2_103_sc48	M_19W_embryo2_103_sc49	M_19W_embryo2_103_sc50
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.69	0	0	0	0	0	0	33.22
ADRA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	66.44	0	0	0	45.75	0	0	0	0	0	0	37.85	0	4.38	0	0	0	45.22	0	0	57.79	0	3.97	0	0	0	52.01	0	79.4	0	0	18.65	0	0	1.69	0	0	0	0	14.53	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0	0	1.74	0	0	8.79	3.31	0	0	0	0	0	0	45.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.83	0	0	3.4	0	0	0	0	0	0	0	0	0	63.67
ADRB2	0	0	0	0	0	0	0	0	0	0	0	33.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.59	37.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB3	0	0	0	0	0	0	0	0	0	0	0	3.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	0	0	0	0	0	23.96	16.43	45.35	0	146.24	58.24	16.54	0	51.61	11.68	1.53	0	58.94	0	0	0	9.63	0	123.12	0	58.7	0	68.56	14.66	105.3	0	17.73	76.45	0	44.64	1.69	17.03	0	102.6	0	39.96	0	33.91	140.98	0	37.43	0	0	0	1.38
ADRBK2	56.49	0	67.56	15.01	19.44	2.18	70.21	47.09	9.8	35.3	27.47	0	0	1.98	0	0	0	0	12.33	0	88.58	38.53	0	3.97	16.9	0	0	0	8.8	1.73	0	58.25	14.92	0	0	42.35	56.76	33.74	3.8	47.61	0	0	0	0	5.32	46.78	0	46.03	8.24	2.77
ADRM1	566.71	488.67	271.76	347.36	439.34	912.77	606.47	887.72	528.07	1151.47	737.33	1091.37	570.84	883.31	622	383.77	551.11	914.35	639.18	315.46	444.56	967.04	0	559.99	980.26	643.49	854.74	1130.03	885.53	1111.66	387.48	387.49	1116.85	0	491.04	370.99	595.96	708.64	562.42	384.29	704.72	357.82	518.92	639.65	571.81	842.09	820.31	793.29	739.38	348.78
ADSL	287.77	372.93	216.21	409.54	0	230.91	134.44	190.1	273.23	30.26	267.02	128.98	331.15	134.98	296.4	443.4	377.61	166.71	162.36	203.52	681.88	306.29	0	150.92	12.68	50	263.21	37.83	258.04	182.97	130.77	192.48	177.13	0	71.42	147.38	204.33	350.95	239.41	180.24	306.95	353.62	237.35	151.5	77.13	65.5	296	131.96	70.02	240.82
ADSS	1.77	60.01	166.66	235.86	34.99	17.43	140.41	209.29	47.78	174.82	264.82	56.22	82	132.99	1.46	76.45	183.7	37.05	45.22	48.34	23.4	46.23	0	0	0	167.4	5.43	44.92	46.92	24.17	319.67	60.78	145.43	0	158.47	28.8	300.82	139.48	45.6	183.64	65.39	162.78	1.47	46.29	2.66	174.66	148	90.53	49.43	132.87
ADSSL1	0	0	48.05	197.26	0	4.36	0	0	84.54	28.58	0	3.31	1.58	0	58.4	1.53	84.2	16.84	0	0	1.67	67.42	0	7.94	0	47.83	0	0	0	1.73	0	0	3.73	0	2.23	0	0	0	41.8	0	0	0	1.47	0	55.85	0	0	0	0	0
ADTRP	0	0	16.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69	58.18	0	0	0	0	0	4.42	0	0	0	25.19	0	0	0
AEBP1	0	85.73	0	0	0	0	0	0	0	0	16.48	0	0	0	0	9.17	0	0	0	0	45.12	0	0	0	0	0	0	0	67.44	0	0	0	0	0	0	0	41.15	94.49	0	0	0	0	104.67	0	0	53.02	26.77	0	0	0
AEBP2	1.77	23.58	97.59	15.01	27.22	37.03	25.39	15.7	137.23	47.07	2.2	56.22	67.81	83.37	21.9	85.62	12.76	13.47	110.98	15.26	202.22	92.47	0	0	0	178.27	81.4	18.91	126.09	0	72.65	146.89	22.37	0	149.54	155.85	28.38	58.49	64.6	0	5.45	49.11	60.44	52.6	191.49	137.23	70.85	26.08	61.79	2.77
AEN	24.72	0	0	0	89.42	56.64	44.81	0	64.94	48.75	16.48	0	0	0	10.22	0	0	0	20.55	0	3.34	0	0	107.23	0	8.7	2.71	0	61.58	1.73	53.28	0	5.59	0	44.64	0	0	27	34.2	0	52.67	47.71	1.47	0	0	0	75.58	32.22	0	24.91
AES	549.06	126.45	153.15	145.8	93.31	132.88	112.03	74.99	150.7	127.75	119.77	3.31	77.27	154.83	277.42	91.74	68.89	26.94	6.17	43.25	213.92	130.99	0	87.37	388.73	0	2.71	241.14	61.58	1.73	121.09	53.19	128.65	0	417.39	50.82	105	42.74	148.21	44.21	321.48	169.79	426.05	138.87	21.28	62.38	217.28	151.91	170.94	2.77
AFAP1	0	0	0	0	0	58.82	38.84	92.43	1.23	68.92	15.38	0	3.15	0	0	68.8	0	20.21	10.28	0	0	21.19	0	0	143.66	100	2.71	0	20.53	75.95	82.34	0	1.86	0	0	27.1	0	0	0	0	45.41	16.84	0	12.62	0	21.83	0	141.17	18.54	131.48
AFAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L1	1.77	0	0	27.87	0	17.43	0	33.14	0	166.42	0	6.61	1.58	0	5.84	9.17	0	0	78.1	0	58.49	26.97	0	0	4.23	52.18	0	23.64	5.86	0	0	2.53	0	0	17.86	38.96	0	0	22.8	0	143.49	237.15	0	2.1	2.66	0	0	56.77	0	0
AFAP1L2	0	0	0	0	3.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.2	0	0	0	0	0	0	0	0	0	0	0
AFF1	165.95	126.45	21.02	141.52	19.44	141.6	149.38	104.64	242.59	11.77	152.74	105.83	36.27	103.22	0	27.52	12.76	101.03	0	50.88	80.22	244.65	0	325.67	0	141.31	122.11	54.37	38.12	129.46	38.75	116.5	113.74	0	0	60.98	137.64	0	87.4	132.63	90.81	71.56	66.34	170.43	151.6	3.12	11.02	138.1	113.28	76.12
AFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.44	0	30.08	0	0	0	0	0	0	0	93.83	67.32	121.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3	88.27	0	0	36.45	116.64	30.5	71.7	90.69	0	0	27.47	0	0	0	2.92	0	56.13	0	0	0	0	38.53	0	0	0	0	0	0	20.53	22.44	4.84	0	102.55	0	0	0	0	65.24	0	47.61	136.22	133.31	11.79	0	7.98	40.55	15.74	0	0	0
AFF4	121.82	12.86	96.09	248.73	0	65.35	38.84	0	0	84.05	181.31	0	20.5	0	40.88	3.06	7.65	62.3	76.04	86.5	56.82	104.02	0	55.6	295.77	0	154.67	54.37	93.83	17.26	67.81	5.07	0	0	11.16	35.57	86.56	13.5	7.6	231.25	59.94	0	0	56.81	101.06	56.14	45.66	1.53	0	71.97
AFG3L1P	63.56	0	3	0	0	58.82	123.98	47.09	45.33	70.6	57.14	0	63.08	1.98	46.72	85.62	89.3	1.68	141.81	0	0	102.1	0	39.72	0	28.26	0	47.28	67.44	25.89	145.3	0	0	0	0	38.96	164.6	0	19	37.41	16.35	72.97	1.47	174.64	0	40.55	11.02	0	0	38.75
AFG3L2	0	6.43	12.01	150.09	128.3	106.74	58.26	0	15.93	245.42	72.52	0	1.58	256.06	223.39	36.7	329.13	10.1	16.44	0	33.43	13.48	0	0	0	0	2.71	37.83	14.66	136.37	14.53	10.13	246.12	0	26.78	72.84	28.38	65.24	7.6	302.67	132.59	94.02	0	12.62	58.51	71.73	135.41	72.12	12.36	29.07
AFM	0	0	0	0	108.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.69	0	0	0	0	0	0	0	45.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	1.77	0	42.04	0	0	0	0	0	24.5	0	0	0	0	1.98	58.4	93.27	0	0	8.22	63.6	6.69	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23	1.69	0	0	38	0	18.16	0	10.32	0	0	0	0	0	0	0
AFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	183.61	27.86	18.02	180.11	260.49	163.38	118.01	55.81	12.25	90.77	117.58	26.46	29.96	148.87	52.56	18.35	183.7	156.6	34.94	231.51	15.04	142.55	0	59.57	232.39	23.91	84.12	44.92	52.78	12.08	314.83	10.13	124.92	0	272.31	88.09	99.33	31.5	144.41	180.24	56.3	56.13	4.42	172.54	114.36	28.07	85.02	32.22	187.42	142.56
AGA	88.27	0	48.05	0	34.99	163.38	125.48	162.2	22.05	1.68	138.46	185.2	233.38	283.85	91.99	97.85	20.41	18.52	215.8	22.9	302.5	28.9	0	262.12	0	152.18	5.43	14.18	2.93	110.48	4.84	111.44	188.32	0	147.31	49.13	228.45	155.23	64.6	258.46	179.81	183.82	154.79	159.91	162.23	152.82	15.74	62.91	109.16	106.57
AGAP1	0	4.29	0	75.05	0	30.5	104.56	125.57	89.44	80.69	35.16	165.36	178.19	140.93	36.5	16.82	168.39	43.78	187.03	5.09	35.1	52.01	0	150.92	583.09	297.83	179.09	186.76	79.17	100.12	111.4	124.1	83.9	0	33.48	6.78	87.98	80.99	167.21	0	125.32	109.45	0	307.2	505.32	212.08	22.04	36.83	177.12	73.35
AGAP1-IT1	68.85	0	0	105.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.2	0	0	0	15.22	0	0	0	0	0	0	0	0	0	0	0	71.99	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	0	2.14	0	0	0	2.18	0	0	0	0	0	33.07	12.62	0	21.9	0	0	0	90.43	0	0	0	0	0	0	0	0	0	26.39	0	0	0	3.73	0	0	0	0	0	68.4	173.44	0	0	0	63.12	0	0	1.57	0	0	12.46
AGAP2	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.56	0	0	0	0	0	0	49.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP3	1.77	47.15	96.09	137.23	81.65	82.78	44.81	226.73	0	50.43	0	29.76	29.96	138.95	26.28	93.27	2.55	272.79	123.31	114.48	0	40.45	0	281.98	105.63	265.22	0	68.56	58.64	165.71	0	331.77	136.11	0	0	37.27	2.84	0	136.81	0	130.77	178.21	58.97	101	188.83	0	70.85	156.51	199.78	51.21
AGAP4	0	19.29	18.02	0	0	4.36	0	5.23	2.45	0	0	0	7.88	0	2.92	0	0	5.05	0	0	0	0	0	11.91	0	0	0	14.18	0	0	0	0	0	0	0	0	8.51	0	3.8	0	0	0	0	2.1	0	0	3.15	0	0	0
AGAP5	0	19.29	0	72.9	15.55	0	10.46	0	0	1.68	14.29	0	7.88	0	0	0	0	1.68	0	22.9	0	50.09	0	3.97	0	0	43.42	2.36	20.53	36.25	0	0	20.51	0	0	0	1.42	2.25	7.6	6.8	1.82	0	5.9	42.08	15.96	37.43	47.23	1.53	0	0
AGAP6	0	197.18	30.03	0	0	26.14	7.47	10.46	19.6	3.36	0	0	67.81	61.53	8.76	0	0	82.51	0	83.95	113.65	17.34	0	0	12.68	6.52	100.4	96.93	117.29	127.74	0	0	0	0	33.48	0	43.99	2.25	7.6	207.45	39.96	54.73	23.59	0	0	71.73	97.62	78.25	0	0
AGAP7P	0	0	15.01	0	0	0	0	1.74	1.23	10.09	3.3	0	15.77	0	0	0	0	10.1	6.17	0	0	0	0	0	0	17.39	0	14.18	0	0	0	2.53	0	0	0	0	0	0	38	0	0	29.47	0	2.1	0	49.9	0	1.53	0	17.99
AGAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	12.08	0	0	0	0	0	0	0	0	0	0	74.47	0	0	4.21	0	0	0	0	0	0
AGBL3	0	10.72	0	0	0	8.71	0	0	0	0	0	138.9	9.46	1.98	0	0	22.96	26.94	0	0	0	7.71	0	0	0	0	13.57	18.91	0	10.36	14.53	0	0	0	0	1.69	0	4.5	0	0	9.08	0	8.85	0	0	6.24	0	1.53	0	0
AGBL4	0	0	0	0	19.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.07	0	0	0	19.86	59.15	0	0	0	0	0	0	0	0	0	0	93.17	0	76.49	3.8	0	0	0	0	16.83	2.66	0	12.6	7.67	70.02	0
AGBL4-IT1	0	0	18.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	45.9	17.15	106.6	0	58.32	78.42	183.73	10.46	55.14	100.86	43.95	89.29	140.35	93.29	16.06	41.28	12.76	65.67	6.17	30.53	38.44	11.56	0	7.94	0	15.22	157.38	167.85	0	3.45	72.65	60.78	22.37	0	4.46	188.03	34.06	76.49	102.6	78.22	21.8	79.98	151.84	39.98	85.11	380.5	97.62	41.43	123.57	49.83
AGBL5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGER	0	0	0	0	0	0	0	0	0	0	8.79	0	0	0	0	0	0	0	4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.1	0	0	56.81	0	0	0	0	0	0
AGFG1	291.3	77.16	160.65	272.31	0	19.61	146.39	36.63	45.33	206.76	76.92	85.99	47.31	293.77	24.82	134.55	2.55	131.34	36.99	0	18.38	157.96	0	71.49	173.24	45.65	2.71	11.82	20.53	1.73	140.46	50.65	208.83	0	0	98.25	69.53	67.49	76	13.6	76.28	74.37	141.52	0	117.02	324.36	23.62	162.65	144.17	124.56
AGFG2	0	0	43.54	0	0	0	0	0	8.58	0	14.29	0	0	0	0	0	0	77.46	0	0	0	0	0	0	0	0	0	75.65	0	0	24.22	0	0	0	2.23	32.19	31.22	0	34.2	0	0	1.4	1.47	0	119.68	0	0	4.6	0	0
AGGF1	204.79	165.03	357.34	435.27	221.61	583.82	357.01	388.92	284.25	630.37	348.34	201.74	165.58	327.52	730.05	318.03	127.57	678.61	314.45	343.45	3.34	371.79	0	544.1	363.37	526.1	295.77	170.21	480.89	274.46	363.26	30.39	410.2	0	475.42	316.78	185.88	218.22	361.01	530.53	305.13	324.15	109.09	488.15	1029.26	224.56	302.3	596.88	953.58	275.43
AGK	0	0	106.6	2.14	0	0	0	0	0	45.39	0	3.31	0	0	0	0	0	20.21	0	0	55.15	23.12	0	7.94	4.23	0	81.4	0	67.44	0	0	0	16.78	0	2.23	0	1.42	4.5	0	0	54.49	2.81	0	0	45.21	6.24	50.38	0	57.67	0
AGL	56.49	6.43	60.06	0	34.99	15.25	0	43.6	36.76	38.66	2.2	0	15.77	1.98	0	77.98	0	1.68	0	10.18	45.12	30.82	0	0	0	0	0	42.55	275.63	77.68	14.53	0	76.45	0	0	98.25	4.26	0	41.8	210.85	32.69	126.29	0	12.62	0	3.12	0	47.57	150.35	106.57
AGMAT	0	0	1.5	0	0	13.07	0	0	0	45.39	4.4	0	0	0	17.52	0	0	0	0	43.25	86.91	15.41	0	0	4.23	4.35	0	0	0	86.31	4.84	27.86	50.34	0	0	6.78	89.39	0	83.6	0	0	0	0	119.93	0	3.12	0	12.28	0	0
AGMO	114.75	0	0	0	3.89	0	47.8	0	0	5.04	34.06	208.35	108.81	0	24.82	0	0	0	71.93	73.78	0	0	0	0	0	0	24.42	0	8.8	0	169.52	20.26	0	0	40.18	121.97	0	42.74	57	153.04	81.73	0	0	122.04	69.15	0	1.57	36.83	39.13	41.52
AGO1	153.59	169.32	33.03	62.18	0	0	70.21	0	0	129.44	14.29	0	33.12	0	0	0	0	0	0	2.54	0	0	0	0	0	2.17	0	54.37	0	0	29.06	0	0	0	0	25.41	14.19	2.25	0	0	0	0	2.95	21.04	0	0	29.92	49.1	0	71.97
AGO2	35.31	0	0	0	0	34.86	29.88	34.88	0	0	0	46.3	0	0	33.58	0	0	26.94	0	0	0	0	0	0	0	0	135.67	0	0	0	43.59	0	0	0	6.7	0	0	0	0	0	0	21.05	0	0	0	0	0	0	0	0
AGO3	0	10.72	0	6.43	0	0	7.47	0	4.9	0	12.09	0	3.15	0	0	0	30.62	37.05	12.33	0	10.03	0	0	43.69	0	80.44	0	2.36	0	43.15	53.28	20.26	0	0	0	0	0	9	0	0	0	9.82	0	63.12	170.21	0	0	9.21	14.42	0
AGO4	1.77	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68	10.28	0	0	67.42	0	0	0	0	0	0	17.59	0	0	0	0	0	2.23	0	39.73	11.25	0	0	1.82	7.02	0	0	18.62	6.24	0	0	0	11.07
AGPAT1	15.89	6.43	67.56	0	38.88	0	43.32	66.27	19.6	0	117.58	9.92	0	39.7	17.52	9.17	28.07	6.74	0	0	73.54	23.12	0	0	0	13.04	0	130.02	0	0	0	43.05	0	0	107.14	0	21.28	4.5	72.2	0	0	39.29	0	0	34.57	40.55	119.66	95.13	0	6.92
AGPAT2	0	0	42.04	2.14	0	80.6	65.73	57.55	1.23	47.07	0	9.92	127.73	0	81.77	0	2.55	42.1	0	55.97	33.43	0	0	23.83	219.71	2.17	54.27	54.37	52.78	8.63	0	70.91	35.43	0	69.19	0	59.6	0	0	0	49.04	61.74	19.16	0	0	190.25	51.96	65.98	4.12	45.67
AGPAT3	0	0	0	0	0	56.64	0	57.55	0	55.47	67.03	3.31	11.04	0	0	0	0	55.57	0	0	0	0	0	0	0	0	8.14	40.19	8.8	1.73	29.06	45.59	1.86	0	0	0	0	0	0	0	0	1.4	0	96.79	2.66	87.33	0	49.1	0	0
AGPAT4	1.77	2.14	0	0	0	6.54	1.49	0	0	0	0	3.31	0	0	0	1.53	45.93	0	0	0	1.67	0	0	0	0	8.7	5.43	0	0	39.7	0	0	0	0	0	0	0	0	0	0	0	0	25.06	0	0	3.12	0	6.14	0	60.9
AGPAT4-IT1	56.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	0	0
AGPAT5	0	0	66.06	158.67	155.52	233.09	104.56	81.97	1.23	112.63	17.58	122.37	75.69	15.88	0	0	33.17	175.12	30.83	0	35.1	9.63	0	142.98	0	0	111.25	2.36	2.93	0	67.81	20.26	152.89	0	104.9	145.68	38.31	0	22.8	95.22	0	60.34	0	0	63.83	87.33	25.19	61.38	2.06	4.15
AGPAT6	37.07	98.59	159.15	107.21	3.89	89.32	0	24.42	25.73	99.18	42.86	112.44	157.69	398.98	91.99	38.22	56.13	25.26	78.1	35.62	26.74	260.06	0	202.55	4.23	28.26	13.57	4.73	0	51.79	154.99	0	78.31	0	51.34	1.69	7.09	80.99	49.4	132.63	41.77	0	48.65	86.27	5.32	12.48	1.57	56.77	226.55	239.44
AGPAT9	0	0	0	0	0	0	0	0	0	0	0	0	94.62	1.98	0	25.99	61.23	0	34.94	0	0	0	0	0	0	21.74	46.13	0	0	0	0	0	52.21	0	0	0	0	0	0	0	0	0	0	0	101.06	0	40.94	0	0	0
AGPS	30.01	68.59	52.55	0	0	45.75	0	1.74	0	15.13	21.98	0	1.58	0	11.68	0	56.13	0	0	0	0	0	0	0	67.6	36.96	2.71	0	0	0	4.84	43.05	1.86	0	2.23	0	96.49	0	19	57.81	1.82	4.21	0	46.29	0	0	3.15	1.53	0	53.98
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	57.15	0	0	0	0	0	0	0	0	104.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	0	0	1.5	0	0	13.07	26.89	0	0	0	0	23.15	7.88	3.97	0	0	0	18.52	0	0	0	1.93	0	15.89	4.23	0	0	7.09	20.53	0	4.84	53.19	0	0	0	0	0	0	0	0	10.9	1.4	0	0	0	0	39.36	24.55	30.89	29.07
AGRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	47.67	2.14	0	55.75	0	6.54	80.66	26.16	31.86	3.36	108.79	0	99.35	0	0	48.93	0	210.49	69.88	2.54	43.45	0	0	27.8	4.23	54.35	84.12	82.74	0	3.45	9.69	70.91	9.32	0	22.32	182.95	29.8	56.24	53.2	282.27	1.82	157.16	61.92	132.56	148.94	71.73	11.02	35.29	121.51	217.3
AGTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95	0	0	0	0	0	0	0	0	0	15.89	0	21.74	0	2.36	0	5.18	0	0	0	0	0	0	1.42	0	0	0	0	0	1.47	2.1	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	61.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	79.45	207.9	124.62	2.14	128.3	132.88	94.11	1.74	1.23	0	78.02	0	82	43.67	430.73	77.98	130.12	35.36	49.33	63.6	153.76	38.53	0	0	0	10.87	35.27	0	0	1.73	9.69	88.64	50.34	0	0	40.66	32.64	0	3.8	3.4	83.55	75.77	84.03	2.1	0	21.83	59.83	92.06	49.43	35.99
AGXT	0	0	0	0	0	0	0	0	44.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66	0	0	0	0	0
AHCTF1	14.12	53.58	0	66.47	0	30.5	110.54	47.09	0	152.97	26.37	191.82	56.77	11.91	1.46	29.05	2.55	0	43.16	83.95	5.01	55.87	0	0	54.93	89.13	0	78.01	0	93.21	29.06	121.57	63.39	0	62.5	60.98	1.42	27	49.4	51.01	0	46.31	0	48.39	186.17	118.52	37.79	0	0	5.54
AHCTF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.19	63.83	0	0	0	0	0
AHCY	148.3	390.08	55.55	150.09	136.08	165.56	83.65	280.79	227.89	356.37	71.43	148.82	22.08	174.68	125.57	174.3	119.92	245.85	141.81	414.68	56.82	167.6	0	3.97	4.23	54.35	0	85.11	272.7	315.89	9.69	154.49	68.99	0	167.4	171.09	65.27	159.73	41.8	10.2	136.22	19.65	219.66	0	79.79	81.09	88.17	280.8	152.41	77.51
AHCYL1	1.77	62.16	69.07	0	0	2.18	1.49	83.71	3.68	11.77	0	29.76	25.23	0	0	7.64	5.1	0	281.57	188.26	0	127.14	0	0	152.11	8.7	59.7	82.74	96.76	84.58	0	53.19	91.36	0	2.23	0	0	74.24	0	0	32.69	188.03	35.38	56.81	7.98	34.31	40.94	0	16.48	96.88
AHCYL2	0	0	55.55	0	0	10.89	0	0	72.29	0	48.35	0	0	17.86	0	15.29	45.93	0	0	0	0	1.93	0	0	0	0	0	0	0	0	19.37	0	0	0	0	0	0	71.99	15.2	0	7.27	0	0	0	18.62	3.12	0	0	0	53.98
AHDC1	26.48	0	25.52	0	11.66	23.96	0	13.95	26.95	43.71	0	0	0	0	7.3	0	76.54	0	0	0	0	0	0	0	0	0	0	0	23.46	8.63	48.43	0	11.19	0	0	0	1.42	0	22.8	68.02	0	0	0	14.73	300.53	0	3.15	0	0	4.15
